RprtDt,SuppClass,SuppCatNm,SuppItemNmbr,SuppItemDesc,RsdsInStateCd,RsdsInSrvcDstrctNm,NDISDsbltyGrpNm,NDIAAgeBnd,PmtAmt,CountOfParticipants
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NSW,Western Sydney,ALL,ALL,3000,147
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NT,Barkly,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NT,Central Australia,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NT,Darwin Urban,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NT,East Arnhem,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,NT,Katherine,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Beenleigh,ALL,ALL,8000,80
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Brisbane,ALL,ALL,4000,113
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Bundaberg,ALL,ALL,1000,12
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Caboolture/Strathpine,ALL,ALL,0,87
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Cairns,ALL,ALL,3000,23
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Ipswich,ALL,ALL,5000,59
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Mackay,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Maroochydore,ALL,ALL,3000,40
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Maryborough,ALL,ALL,0,21
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Robina,ALL,ALL,3000,55
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Rockhampton,ALL,ALL,1000,13
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Toowoomba,ALL,ALL,2000,47
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,QLD,Townsville,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Adelaide Hills,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,"Barossa, Light and Lower North",ALL,ALL,1000,11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Eastern Adelaide,ALL,ALL,2000,29
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Eyre and Western,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Fleurieu and Kangaroo Island,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Limestone Coast,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Murray and Mallee,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Northern Adelaide,ALL,ALL,7000,120
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Southern Adelaide,ALL,ALL,3000,59
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Western Adelaide,ALL,ALL,1000,26
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,SA,Yorke and Mid North,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,TAS,TAS North,ALL,ALL,1000,11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,TAS,TAS North West,ALL,ALL,1000,13
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,TAS,TAS South East,ALL,ALL,3000,31
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,TAS,TAS South West,ALL,ALL,3000,36
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Barwon,ALL,ALL,4000,39
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Bayside Peninsula,ALL,ALL,4000,102
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Brimbank Melton,ALL,ALL,6000,68
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Central Highlands,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Goulburn,ALL,ALL,1000,17
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Hume Moreland,ALL,ALL,7000,100
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Inner East Melbourne,ALL,ALL,4000,50
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Inner Gippsland,ALL,ALL,2000,20
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Loddon,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Mallee,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,North East Melbourne,ALL,ALL,4000,85
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Outer East Melbourne,ALL,ALL,4000,62
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Outer Gippsland,ALL,ALL,3000,12
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Ovens Murray,ALL,ALL,1000,15
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Southern Melbourne,ALL,ALL,5000,89
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Western District,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,VIC,Western Melbourne,ALL,ALL,2000,94
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Central North Metro,ALL,ALL,2000,29
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Central South Metro,ALL,ALL,4000,33
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Goldfields-Esperance,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Great Southern,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Kimberley-Pilbara,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Midwest-Gascoyne,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,North East Metro,ALL,ALL,2000,32
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,North Metro,ALL,ALL,4000,44
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,South East Metro,ALL,ALL,2000,41
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,South Metro,ALL,ALL,6000,53
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,South West,ALL,ALL,n/a,<11
31-Dec-25,Capital,Assistive Technology,15_799_0103_6_3,Provider Travel - non-labour costs,WA,Wheat Belt,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,ACT,ACT,ALL,ALL,27000,147
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,Missing,Other,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Central Coast,ALL,ALL,25000,154
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Far West,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Hunter New England,ALL,ALL,46000,268
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Illawarra Shoalhaven,ALL,ALL,13000,69
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Mid North Coast,ALL,ALL,42000,69
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Murrumbidgee,ALL,ALL,42000,76
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Nepean Blue Mountains,ALL,ALL,10000,64
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,North Sydney,ALL,ALL,9000,57
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Northern NSW,ALL,ALL,27000,102
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,South Eastern Sydney,ALL,ALL,18000,118
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,South Western Sydney,ALL,ALL,75000,304
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Southern NSW,ALL,ALL,18000,78
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Sydney,ALL,ALL,7000,59
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Western NSW,ALL,ALL,6000,39
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NSW,Western Sydney,ALL,ALL,23000,169
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Barkly,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Central Australia,ALL,ALL,13000,12
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Darwin Remote,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Darwin Urban,ALL,ALL,6000,27
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,East Arnhem,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Katherine,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,NT,Other,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Beenleigh,ALL,ALL,25000,112
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Brisbane,ALL,ALL,34000,179
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Bundaberg,ALL,ALL,6000,28
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Caboolture/Strathpine,ALL,ALL,28000,129
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Cairns,ALL,ALL,12000,73
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Ipswich,ALL,ALL,14000,117
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Mackay,ALL,ALL,2000,16
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Maroochydore,ALL,ALL,18000,62
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Maryborough,ALL,ALL,22000,84
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Robina,ALL,ALL,28000,178
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Rockhampton,ALL,ALL,3000,23
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Toowoomba,ALL,ALL,8000,88
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,QLD,Townsville,ALL,ALL,3000,19
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Adelaide Hills,ALL,ALL,3000,14
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,"Barossa, Light and Lower North",ALL,ALL,2000,12
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Eastern Adelaide,ALL,ALL,2000,27
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Eyre and Western,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Far North (SA),ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Fleurieu and Kangaroo Island,ALL,ALL,1000,11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Limestone Coast,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Murray and Mallee,ALL,ALL,2000,15
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Northern Adelaide,ALL,ALL,18000,160
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Other,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Southern Adelaide,ALL,ALL,14000,76
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Western Adelaide,ALL,ALL,6000,36
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,SA,Yorke and Mid North,ALL,ALL,9000,29
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,TAS,TAS North,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,TAS,TAS North West,ALL,ALL,4000,11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,TAS,TAS South East,ALL,ALL,4000,12
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,TAS,TAS South West,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Barwon,ALL,ALL,98000,653
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Bayside Peninsula,ALL,ALL,25000,144
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Brimbank Melton,ALL,ALL,14000,139
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Central Highlands,ALL,ALL,6000,91
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Goulburn,ALL,ALL,37000,59
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Hume Moreland,ALL,ALL,14000,131
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Inner East Melbourne,ALL,ALL,11000,93
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Inner Gippsland,ALL,ALL,33000,98
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Loddon,ALL,ALL,7000,29
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Mallee,ALL,ALL,8000,13
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,North East Melbourne,ALL,ALL,30000,204
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Outer East Melbourne,ALL,ALL,18000,127
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Outer Gippsland,ALL,ALL,17000,51
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Ovens Murray,ALL,ALL,11000,30
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Southern Melbourne,ALL,ALL,27000,152
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Western District,ALL,ALL,15000,28
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,VIC,Western Melbourne,ALL,ALL,34000,190
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Central North Metro,ALL,ALL,7000,30
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Central South Metro,ALL,ALL,3000,26
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Goldfields-Esperance,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Great Southern,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Kimberley-Pilbara,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Midwest-Gascoyne,ALL,ALL,11000,15
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,North East Metro,ALL,ALL,9000,39
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,North Metro,ALL,ALL,8000,51
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,South East Metro,ALL,ALL,10000,39
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,South Metro,ALL,ALL,26000,112
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,South West,ALL,ALL,4000,15
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0106_1_3,Provider travel - non-labour costs,WA,Wheat Belt,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,ACT,ACT,ALL,ALL,10000,76
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Central Coast,ALL,ALL,23000,173
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Far West,ALL,ALL,3000,12
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Hunter New England,ALL,ALL,72000,326
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Illawarra Shoalhaven,ALL,ALL,23000,105
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Mid North Coast,ALL,ALL,10000,67
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Murrumbidgee,ALL,ALL,31000,212
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Nepean Blue Mountains,ALL,ALL,43000,177
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,North Sydney,ALL,ALL,14000,145
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Northern NSW,ALL,ALL,37000,216
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,South Eastern Sydney,ALL,ALL,36000,303
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,South Western Sydney,ALL,ALL,74000,455
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Southern NSW,ALL,ALL,17000,95
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Sydney,ALL,ALL,15000,115
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Western NSW,ALL,ALL,27000,100
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NSW,Western Sydney,ALL,ALL,55000,329
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Barkly,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Central Australia,ALL,ALL,66000,45
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Darwin Remote,ALL,ALL,59000,87
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Darwin Urban,ALL,ALL,9000,88
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,East Arnhem,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Katherine,ALL,ALL,5000,57
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,NT,Other,ALL,ALL,3000,20
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,OT,Other,ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Beenleigh,ALL,ALL,91000,386
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Brisbane,ALL,ALL,91000,511
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Bundaberg,ALL,ALL,34000,103
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Caboolture/Strathpine,ALL,ALL,52000,313
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Cairns,ALL,ALL,73000,262
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Ipswich,ALL,ALL,72000,378
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Mackay,ALL,ALL,10000,43
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Maroochydore,ALL,ALL,28000,153
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Maryborough,ALL,ALL,43000,63
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Robina,ALL,ALL,80000,383
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Rockhampton,ALL,ALL,16000,101
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Toowoomba,ALL,ALL,60000,285
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,QLD,Townsville,ALL,ALL,9000,77
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Adelaide Hills,ALL,ALL,20000,79
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,"Barossa, Light and Lower North",ALL,ALL,25000,63
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Eastern Adelaide,ALL,ALL,18000,110
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Eyre and Western,ALL,ALL,3000,26
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Far North (SA),ALL,ALL,n/a,<11
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Fleurieu and Kangaroo Island,ALL,ALL,10000,74
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Limestone Coast,ALL,ALL,6000,53
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Murray and Mallee,ALL,ALL,13000,34
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Northern Adelaide,ALL,ALL,111000,623
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Southern Adelaide,ALL,ALL,55000,326
31-Dec-25,Capacity Building,CB Daily Activity,15_799_0114_1_3,Provider travel - non-labour costs,SA,Western Adelaide,ALL,ALL,24000,128
